,A_HV,A_HH,B_HV,B_HH,C_HV,C_HH,alpha_HV,alpha_HH,gamma_HV,gamma_HH,D_HV,D_HH,S
0,0.0001,0.008423358505903556,0.007983691873587734,0.056620367970743254,0.020651283428283672,0.7721225284857144,0.5113425621623334,0.8438845235101775,1.4531734160138137,1.2140292353573499,1.0001,10.185967951219228,0.012220899477218635
